name,rating,cuisines,address,cost_for_two,timings,link
Burger Bytes,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Burger Bytes
-
0
Dining Ratings
3.7
1,067
Delivery Ratings
Burger, Wraps, Pizza, Sandwich, Fast Food, Momos, Street Food, Shake
Huzrat Pull Road, Opposite Jain Mandir, Naya Bazaar, Gwalior
Closes in 1 hour 53 minutes
10am – 11pm (Today)
₹300 for two
+919202527205",https://www.zomato.com/gwalior/burger-bytes-naya-bazaar/info
Punjabi Food Factory,3.8,", , View Gallery",,₹400 for two people (approx.),"Punjabi Food Factory
3.8
131
Dining Ratings
3.2
1,228
Delivery Ratings
North Indian, Rolls, Biryani
Block D, Dwarikapuri, Kherapati Mandir Road, Lashkar, Gwalior
Closes in 1 hour 8 minutes
8am – 10:15pm (Today)
₹400 for two
+919425700011",https://www.zomato.com/gwalior/punjabi-food-factory-lashkar/info
Hotel Sudarshan,4.5,", , View Gallery",,₹550 for two people (approx.),"Hotel Sudarshan
4.5
19
Dining Ratings
4.1
397
Delivery Ratings
North Indian, Chinese, South Indian, Fast Food, Mughlai, Biryani, Desserts
Chappar Wala Pul, Phalka Bazar, Jinsi Road 1, Lashkar, Gwalior
Closes in 1 hour 53 minutes
10am – 11pm (Today)
₹550 for two
+919425113860
+1 more",https://www.zomato.com/gwalior/hotel-sudarshan-lashkar/info
Food Mafia,3.8,", , View Gallery",,₹400 for two people (approx.),"Food Mafia
3.8
88
Dining Ratings
3.8
1,279
Delivery Ratings
Chinese, Fast Food, Rolls, Pizza, Sandwich, Shake, Beverages
Opposite KRG College, Kampoo Tiraha, Lashkar, Gwalior
Closes in 53 minutes
11:45am – 10pm (Today)
₹400 for two
+917514051100",https://www.zomato.com/gwalior/food-mafia-lashkar/info
Lub Lub - World Of Shawarmas,3.8,", , View Gallery",,₹550 for two people (approx.),"Lub Lub - World Of Shawarmas
3.8
9
Dining Ratings
4.3
478
Delivery Ratings
Shawarma, Lebanese, Mediterranean, Burger
56, Silver Shopping Gallery, Govindpuri, City Center, Gwalior
Open now
12:30pm – 11:30pm (Today)
₹550 for two
+919009791120",https://www.zomato.com/gwalior/lub-lub-world-of-shawarmas-city-center/info
Bapu Di Rasoi,4.1,", , View Gallery",,₹400 for two people (approx.),"Bapu Di Rasoi
4.1
96
Dining Ratings
3.5
1,207
Delivery Ratings
North Indian, Chinese, Fast Food, Desserts, Beverages
Yadav Market, Near Jiwaji University Gate, City Center, Gwalior
Open now
12noon – 12midnight (Today)
₹400 for two
+917828080636",https://www.zomato.com/gwalior/bapu-di-rasoi-2-city-center/info
Basil & Bites Woodfired Pizzeria,-,", , View Gallery",,₹400 for two people (approx.),"Basil & Bites Woodfired Pizzeria
-
2
Dining Ratings
4.5
236
Delivery Ratings
Pizza, Italian
03, Govind Puri, Near Navyug Hospital, University Road, City Center, Gwalior
Open now
12midnight – 12:30am, 3pm – 12midnight (Today)
₹400 for two
+916264528513",https://www.zomato.com/gwalior/basil-bites-woodfired-pizzeria-city-center/info
Anna Masala Dosa,3.9,", , View Gallery",,₹200 for two people (approx.),"Anna Masala Dosa
3.9
44
Dining Ratings
4.2
2,432
Delivery Ratings
South Indian, Fast Food
Near Chauhan Piyau, Chauhan Market, Thatipur, Gwalior
Closes in 53 minutes
3pm – 10pm (Today)
₹200 for two
+919826218663",https://www.zomato.com/gwalior/anna-masala-dosa-thatipur/info
Jiwaji Club - The Club's Kitchen,3.7,", , View Gallery",,₹400 for two people (approx.),"Jiwaji Club - The Club's Kitchen
3.7
16
Dining Ratings
3.8
2,668
Delivery Ratings
Chinese, Fast Food, Street Food, North Indian, Mughlai, Beverages
Jiwaji Club, Achleshwar Road, Lashkar, Gwalior
Open now
6:30pm – 11:45pm (Today)
₹400 for two
+919691494751",https://www.zomato.com/gwalior/jiwaji-club-the-clubs-kitchen-lashkar/info
The Ved Mantra,3.6,", , View Gallery",,₹900 for two people (approx.),"The Ved Mantra
3.6
30
Dining Ratings
4.0
363
Delivery Ratings
North Indian, Continental, Fast Food
Inderganj, Roshni Road, Lashkar, Gwalior
Closes in 1 hour 53 minutes
12noon – 11pm (Today)
₹900 for two
+917514921884
+1 more",https://www.zomato.com/gwalior/the-ved-mantra-lashkar/info
Rolls Mania,3.8,", , View Gallery",,₹400 for two people (approx.),"Rolls Mania
3.8
32
Dining Ratings
4.3
3,026
Delivery Ratings
Rolls, North Indian, Fast Food, Street Food, Beverages
J 812, A Shyamla Building, Gokulvihar Chouraha, City Center, Gwalior
Open now
12midnight – 2am, 12noon – 12midnight (Today)
₹400 for two
+918826160308",https://www.zomato.com/gwalior/rolls-mania-city-center/info
Saapadam,3.1,", , View Gallery",,₹250 for two people (approx.),"Saapadam
3.1
8
Dining Ratings
3.9
625
Delivery Ratings
South Indian, Street Food, Beverages
A1, 2, New Govindpuri, Sachin Tendulkar Marg, City Center, Gwalior
Closes in 1 hour 52 minutes
11am – 11pm (Today)
₹250 for two
+917307439807",https://www.zomato.com/gwalior/saapadam-city-center/info
MVFC - Shudh Shakahari Bhojan,3.0,", , View Gallery",,₹300 for two people (approx.),"MVFC - Shudh Shakahari Bhojan
3.0
60
Dining Ratings
3.9
1,284
Delivery Ratings
North Indian
Shop 2, Opposite Police Chowki, Shinde Ki Chhawani, Gwalior
Closes in 52 minutes
11am – 10pm (Today)
₹300 for two
+917581858799",https://www.zomato.com/gwalior/mvfc-shudh-shakahari-bhojan-shinde-ki-chhawani/info
Bawarchi Club,3.5,", , View Gallery",,₹250 for two people (approx.),"Bawarchi Club
3.5
9
Dining Ratings
4.0
285
Delivery Ratings
Fast Food, Burger, Sandwich
AH 36, Khatu Shayam Plaza, Gate 1, Deen Dayal Nagar, Gwalior
Closes in 1 hour 7 minutes
1:30pm – 10:15pm (Today)
₹250 for two
+918319284398",https://www.zomato.com/gwalior/bawarchi-club-deen-dayal-nagar/info
Chef Direct,4.2,", , View Gallery",,₹350 for two people (approx.),"Chef Direct
4.2
101
Dining Ratings
3.7
3,002
Delivery Ratings
Coffee, Cafe, Chinese, Fast Food, Pizza, Sandwich, Ice Cream, Beverages
Garam Sadak, Morar, Gwalior
Closes in 52 minutes
12noon – 10pm (Today)
₹350 for two
+918770125434",https://www.zomato.com/gwalior/chef-direct-morar/info
Rohit Bakers,3.9,", , View Gallery",,₹200 for two people (approx.),"Rohit Bakers
3.9
12
Dining Ratings
4.2
1,280
Delivery Ratings
Bakery, Desserts
Near Mahadev Mandir, Chatri Bazaar, Near Naya Bazaar, Gwalior
Open now
7am – 12midnight (Today)
₹200 for two
+918871201544",https://www.zomato.com/gwalior/rohit-bakers-naya-bazaar/info
Pepper Street,4.0,", , View Gallery",,₹650 for two people (approx.),"Pepper Street
4.0
13
Dining Ratings
4.3
192
Delivery Ratings
Chinese, North Indian, Mughlai, Pizza, Burger, Sandwich, Desserts, Beverages
D 28, Dongarpur, Near Gulmohar City New Collectorate, Gulmohar City, Gwalior
Closes in 1 hour 52 minutes
2pm – 11pm (Today)
₹650 for two
+917067929890",https://www.zomato.com/gwalior/pepper-street-gulmohar-city/info
Punjabi Dhaba,4.0,", , View Gallery",,₹300 for two people (approx.),"Punjabi Dhaba
4.0
173
Dining Ratings
4.0
6,182
Delivery Ratings
North Indian
Opposite Nehru Petrol Pump, Gol Pahadiya, Lashkar, Gwalior
Closes in 1 hour 52 minutes
11am – 11pm (Today)
₹300 for two
+919977134433
+1 more",https://www.zomato.com/gwalior/punjabi-dhaba-lashkar/info
Teagather Grand,2.4,", , View Gallery",,₹450 for two people (approx.),"Teagather Grand
2.4
5
Dining Ratings
4.0
5
Delivery Ratings
Fast Food, North Indian, Pizza, Beverages
Opposite Model Town, Sirol Road, Model Town, Gwalior
Closes in 1 hour 52 minutes
5:30pm – 11pm (Today)
₹450 for two
+918269925555",https://www.zomato.com/gwalior/teagather-grand-model-town/info
F For Fries,4.0,", , View Gallery",,₹250 for two people (approx.),"F For Fries
4.0
83
Dining Ratings
4.2
604
Delivery Ratings
Fast Food
Food Court, 3rd Floor, DB Mall, Opposite Railway Station, Birla Nagar, Gwalior
Open now
10:30am – 11:30pm (Today)
₹250 for two
+919131424797",https://www.zomato.com/gwalior/f-for-fries-birla-nagar/info
Dairyman's Natural Ice Cream,4.2,", , View Gallery",,₹200 for two people (approx.),"Dairyman's Natural Ice Cream
4.2
35
Dining Ratings
4.4
896
Delivery Ratings
Ice Cream, Desserts, Fast Food, Bakery, Beverages
Near Central Mall, Sanatan Dharam Mandir Road, Lashkar, Gwalior
Open now
1:30pm – 11:30pm (Today)
₹200 for two
+918770164794",https://www.zomato.com/gwalior/dairymans-natural-ice-cream-lashkar/info
Dosa Corner,4.2,", , View Gallery",,₹400 for two people (approx.),"Dosa Corner
4.2
105
Dining Ratings
4.0
2,926
Delivery Ratings
South Indian, Fast Food, North Indian, Chinese, Street Food, Beverages, Sichuan
Patankar Chauraha, Lashkar, Gwalior
Closes in 1 hour 52 minutes
9:15am – 11pm (Today)
₹400 for two
+917512625592
+1 more",https://www.zomato.com/gwalior/dosa-corner-lashkar/info
Rakesh Juice & Shakes Parlour,3.8,", , View Gallery",,₹200 for two people (approx.),"Rakesh Juice & Shakes Parlour
3.8
69
Dining Ratings
4.0
924
Delivery Ratings
Beverages, Ice Cream, Desserts
Nai Sadak, Lashkar, Gwalior
Closes in 52 minutes
10am – 10pm (Today)
₹200 for two
+919479934349",https://www.zomato.com/gwalior/rakesh-juice-shakes-parlour-lashkar/info
Chhappan Bhog,3.7,", , View Gallery",,₹400 for two people (approx.),"Chhappan Bhog
3.7
38
Dining Ratings
-
0
Delivery Ratings
Mithai, Desserts
The Central Mall, Achleshwar Mandir Road, Inderganj, Lashkar, Gwalior
Closes in 52 minutes
10am – 10pm (Today)
₹400 for two
+917514004005
+1 more",https://www.zomato.com/gwalior/chhappan-bhog-lashkar/info
Sita Manor Restaurant,4.0,", , View Gallery",,₹800 for two people (approx.),"Sita Manor Restaurant
4.0
19
Dining Ratings
4.3
384
Delivery Ratings
North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages
Gandhi Road, Opposite Akashvani, City Center, Gwalior
Closes in 1 hour 51 minutes
11am – 11pm (Today)
₹800 for two
+917477230054
+1 more",https://www.zomato.com/gwalior/sita-manor-restaurant-city-center/info
Aangan Restaurant,4.5,", , View Gallery",,₹400 for two people (approx.),"Aangan Restaurant
4.5
107
Dining Ratings
4.1
1,043
Delivery Ratings
Street Food, North Indian, Mithai, Chinese
Kalpi Road, Near Gola Ka Mandir, Prasad Nagar, Gwalior
Temporarily closed for delivery, will be back soon!
₹400 for two
+917512461384
+1 more",https://www.zomato.com/gwalior/aangan-restaurant-prasad-nagar/info
Pandit's Rolls & Momos,3.9,", , View Gallery",,₹100 for two people (approx.),"Pandit's Rolls & Momos
3.9
7
Dining Ratings
4.1
639
Delivery Ratings
Momos, Fast Food, Rolls
Sanatan Dharm Mandir Road, Lashkar, Gwalior
Closes in 1 hour 51 minutes
11:30am – 11pm (Today)
₹100 for two
+919827326789",https://www.zomato.com/gwalior/pandits-rolls-momos-lashkar/info
Shivam Pav Bhaji And Pulav Centre,3.0,", , View Gallery",,₹200 for two people (approx.),"Shivam Pav Bhaji And Pulav Centre
3.0
23
Dining Ratings
4.2
20.3K
Delivery Ratings
South Indian, Chinese, Street Food, Fast Food
94, Nai Sadak, Patankar Bazar, Phalka Bazar, New Vrijvihar Colony, Shinde Ki Chhawani, Gwalior
Open now
3pm – 11:30pm (Today)
₹200 for two
+917389646672",https://www.zomato.com/gwalior/shivam-pav-bhaji-and-pulav-centre-shinde-ki-chhawani/info
Sai Bhoj,4.5,", , View Gallery",,₹450 for two people (approx.),"Sai Bhoj
4.5
79
Dining Ratings
3.9
3,087
Delivery Ratings
North Indian, Fast Food, Beverages
Tansen Road, Near Padaav Chauraha Bridge, City Center, Gwalior
Open now
12midnight – 1am, 10am – 12midnight (Today)
₹450 for two
+917514033293
+1 more",https://www.zomato.com/gwalior/sai-bhoj-city-center/info
Prabha International Hotel,3.6,", , View Gallery",,₹700 for two people (approx.),"Prabha International Hotel
3.6
43
Dining Ratings
4.2
91
Delivery Ratings
North Indian, Shake
Harishankar Puram, Shiram Colony, Lashkar, Gwalior
Closes in 1 hour 51 minutes
12noon – 11pm (Today)
₹700 for two
+917514044366
+1 more",https://www.zomato.com/gwalior/prabha-international-hotel-lashkar/info
The Bellevue,3.9,", , View Gallery",,₹850 for two people (approx.),"The Bellevue
3.9
37
Dining Ratings
3.3
871
Delivery Ratings
North Indian, Chinese, South Indian, Continental
A-232 & 33, Patel Nagar Road, Opposite S P Office, City Center, Gwalior
Closes in 1 hour 21 minutes
11am – 10:30pm (Today)
₹850 for two
+917512345678
+1 more",https://www.zomato.com/gwalior/the-bellevue-city-center/info
Hotel Royal Inn,3.9,", , View Gallery",,₹700 for two people (approx.),"Hotel Royal Inn
3.9
5
Dining Ratings
4.1
76
Delivery Ratings
Fast Food, Chinese, North Indian, Mughlai, Desserts, Beverages
Patel Nagar, Main Road, City Center, Gwalior
Temporarily closed for delivery, will be back soon!
₹700 for two
+917566809600",https://www.zomato.com/gwalior/hotel-royal-inn-city-center/info
Kamakhya Restaurant,3.5,", , View Gallery",,₹500 for two people (approx.),"Kamakhya Restaurant
3.5
8
Dining Ratings
3.5
369
Delivery Ratings
North Indian, Chinese, Fast Food, Street Food, Desserts, Ice Cream, Beverages
7, Kalpana Nagar, Morar, Gwalior
Closes in 1 hour 51 minutes
11am – 11pm (Today)
₹500 for two
+917000455529
+2 more",https://www.zomato.com/gwalior/kamakhya-restaurant-morar/info
Food Station,4.1,", , View Gallery",,₹150 for two people (approx.),"Food Station
4.1
234
Dining Ratings
3.9
756
Delivery Ratings
Fast Food, Pizza
A Block, Samadhiya Colony, Lashkar, Madhav Ganj, Gwalior
Open now
6pm – 11:30pm (Today)
₹150 for two
+917747828360",https://www.zomato.com/gwalior/food-station-madhav-ganj/info
Hunger's Snacks,3.1,", , View Gallery",,₹300 for two people (approx.),"Hunger's Snacks
3.1
24
Dining Ratings
3.5
7,518
Delivery Ratings
Fast Food, Chinese, South Indian, Beverages, Pizza
Chitnis Ki Goth, Opposite Govind Ashram, Lashkar, Gwalior.
Closes in 1 hour 21 minutes
11am – 10:30pm (Today)
₹300 for two
+919770047272
+1 more",https://www.zomato.com/gwalior/hungers-snacks-1-lashkar/info
Chat On Chaat - The City Food Court,3.1,", , View Gallery",,₹200 for two people (approx.),"Chat On Chaat - The City Food Court
3.1
20
Dining Ratings
4.2
960
Delivery Ratings
Street Food
T-11, 3rd Floor, Dindayal City Mall, MLB Road, Lashkar, Gwalior
Closes in 1 hour 21 minutes
11am – 10:30pm (Today)
₹200 for two
+918630777825",https://www.zomato.com/gwalior/chat-on-chaat-the-city-food-court-lashkar/info
Atithi Inn,3.7,", , View Gallery",,₹600 for two people (approx.),"Atithi Inn
3.7
20
Dining Ratings
4.1
354
Delivery Ratings
North Indian, Chinese, Fast Food, Beverages, Desserts
City Square, Main Phoolbagh, Near GDA Office, Shinde Ki Chhawani, Gwalior
Closes in 51 minutes
8:30am – 10pm (Today)
₹600 for two
+917514071616",https://www.zomato.com/gwalior/atithi-inn-shinde-ki-chhawani/info
Lovely Fruit Shake & Icecream,3.5,", , View Gallery",,₹200 for two people (approx.),"Lovely Fruit Shake & Icecream
3.5
83
Dining Ratings
4.1
2,162
Delivery Ratings
Beverages, Ice Cream, Shake
57/58, Station Road, Near Railway Station, Thatipur, Gwalior
Open now
8am – 12midnight (Today)
₹200 for two
+919098873872
+1 more",https://www.zomato.com/gwalior/lovely-fruit-shake-icecream-thatipur/info
Tealogy,4.4,", , View Gallery",,₹200 for two people (approx.),"Tealogy
4.4
33
Dining Ratings
4.3
463
Delivery Ratings
Sandwich, Fast Food, Street Food, Beverages
Saraswati Nagar, Govindpuri, City Center, Gwalior
Closes in 1 hour 50 minutes
11am – 11pm (Today)
₹200 for two
+918965000624
+1 more",https://www.zomato.com/gwalior/tealogy-city-center/info
Indian Rasoi,3.7,", , View Gallery",,₹300 for two people (approx.),"Indian Rasoi
3.7
34
Dining Ratings
4.0
10.7K
Delivery Ratings
North Indian, South Indian, Chinese, Fast Food, Beverages
B-18, Jiwaji Road, Near New Manglam Garden, City Center, Gwalior
Open now
12midnight – 1:30am, 11:45am – 12midnight (Today)
₹300 for two
+919144744211",https://www.zomato.com/gwalior/indian-rasoi-city-center/info
Adhura Engineer Food Lab,3.8,", , View Gallery",,₹300 for two people (approx.),"Adhura Engineer Food Lab
3.8
14
Dining Ratings
3.2
1,247
Delivery Ratings
South Indian, North Indian, Chinese, Fast Food, Street Food, Rolls, Shake
2A, H Block, 60 Feet Road, Deen Dayal Nagar, Gwalior
Closes in 1 hour 50 minutes
10am – 11pm (Today)
₹300 for two
+917581061822",https://www.zomato.com/gwalior/adhura-engineer-food-lab-deen-dayal-nagar/info
The Road Food,3.8,", , View Gallery",,₹500 for two people (approx.),"The Road Food
3.8
132
Dining Ratings
3.6
5,128
Delivery Ratings
Chinese, Sandwich, Rolls, Momos, Fast Food, Street Food, Beverages
Shop 8, Near Ashiyana Complex, Lashkar, Gwalior
Open now
2pm – 11:30pm (Today)
₹500 for two
+919754953244",https://www.zomato.com/the-road-food-truck-food-truck/info
Paarivar Cafeteria & Bakery,4.4,", , View Gallery",,₹250 for two people (approx.),"Paarivar Cafeteria & Bakery
4.4
104
Dining Ratings
4.3
912
Delivery Ratings
Fast Food, Street Food, Beverages
Basement, Bajrang Saari Center, Naya Bazaar, Gwalior
Closes in 20 minutes
1pm – 9:30pm (Today)
₹250 for two
+919926814847",https://www.zomato.com/gwalior/paarivar-cafeteria-bakery-naya-bazaar/info
Aggarwal Puri Bhandar,3.8,", , View Gallery",,₹150 for two people (approx.),"Aggarwal Puri Bhandar
3.8
76
Dining Ratings
3.8
2,540
Delivery Ratings
North Indian
Near Delite Talkies, Nai Sadak, Shinde Ki Chhawani, Gwalior
Closes in 1 hour 20 minutes
10am – 10:30pm (Today)
₹150 for two
+918109347232",https://www.zomato.com/gwalior/aggarwal-puri-bhandar-shinde-ki-chhawani/info
Mom's Cafe,4.1,", , View Gallery",,₹350 for two people (approx.),"Mom's Cafe
4.1
67
Dining Ratings
4.1
500
Delivery Ratings
Cafe, North Indian, Fast Food, Sandwich, Beverages, Coffee, Chinese, Shake
Gate 2, Sachin Tendulkar Road, Opposite Jiwaji University, City Center, Gwalior
Closes in 50 minutes
11am – 10pm (Today)
₹350 for two
+918115906406",https://www.zomato.com/gwalior/moms-cafe-1-city-center/info
Shri Krishna Family Restaurant,3.7,", , View Gallery",,₹250 for two people (approx.),"Shri Krishna Family Restaurant
3.7
38
Dining Ratings
3.8
2,364
Delivery Ratings
North Indian
Near Railway Crossing, Padav, Laxmanpura Tansen Road, Shinde Ki Chhawani, Gwalior
Open now
11:45am – 11:45pm (Today)
₹250 for two
+919302323634",https://www.zomato.com/gwalior/shri-krishna-family-restaurant-shinde-ki-chhawani/info
Kamal Nayan The Barbie Themed Cafe & Restaurant,-,", , View Gallery",,₹300 for two people (approx.),"Kamal Nayan The Barbie Themed Cafe & Restaurant
-
0
Dining Ratings
-
1
Delivery Ratings
Cafe, Chinese, Street Food, Fast Food, Pizza, Coffee, Shake, Beverages
Shatabdipuram, Maharajpura, Near Scindia Statue, Deen Dayal Nagar, Gwalior
Closed
Opens tomorrow at 7:45pm
₹300 for two
+918319602351",https://www.zomato.com/gwalior/kamal-nayan-the-barbie-themed-cafe-restaurant-deen-dayal-nagar/info
Traffic Jam Cafe,3.7,", , View Gallery",,₹350 for two people (approx.),"Traffic Jam Cafe
3.7
8
Dining Ratings
4.1
388
Delivery Ratings
Fast Food, Chinese, Sandwich, Pizza, Beverages
Sector 3, Vinay Nagar, Gwalior
Closes in 50 minutes
11:30am – 10pm (Today)
₹350 for two
+919329469762",https://www.zomato.com/gwalior/traffic-jam-cafe-vinay-nagar/info
Chaudhary Ka Dhaba (C.K.D),3.9,", , View Gallery",,₹300 for two people (approx.),"Chaudhary Ka Dhaba (C.K.D)
3.9
5
Dining Ratings
4.0
113
Delivery Ratings
North Indian, Beverages
Tomar Building, Murar, Thatipur, Gwalior
Closed
Opens tomorrow at 11am
₹300 for two
+917898505666
+1 more",https://www.zomato.com/gwalior/chaudhary-ka-dhaba-c-k-d-thatipur/info
7 Square,3.7,", , View Gallery",,₹300 for two people (approx.),"7 Square
3.7
20
Dining Ratings
3.3
814
Delivery Ratings
Burger, Pizza, Fast Food, Street Food, Chinese, North Indian, Desserts, Beverages
22, Indramani Nagar, Near Gole Ka Mandir, Thatipur, Gwalior
Closes in 50 minutes
8:30am – 10pm (Today)
₹300 for two
+919893839652",https://www.zomato.com/gwalior/7-square-thatipur/info
Khan Saab,3.2,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Khan Saab
3.2
4
Dining Ratings
4.1
680
Delivery Ratings
North Indian
Sachin Tendulkar Marg, Opposite Harileela HP Petrol Pump, City Center, Gwalior
Closes in 1 hour 34 minutes
12noon – 10:45pm (Today)
₹300 for two
+919926185428",https://www.zomato.com/gwalior/khan-saab-city-center/info
