name,location,locality,city,cuisine,rating,votes,cost,main_cuisine
Stardust- Delhi Road,"Achrol, North Jaipur",North Jaipur,Jaipur,"North Indian,  Italian,  Continental,  Chinese",3.7,13,1900,North Indian
Kanha,"Ajmer Road, West Jaipur",West Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese,  South Indian",3.4,2,500,North Indian
Caprice,"Radisson Lucknow City Center,Aminabad, Central Lucknow",Central Lucknow,Lucknow,"Continental,  North Indian",4.2,114,1600,Continental
Royal Cafe,"Hotel Royal Inn,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Chinese,  Barbecue",4.1,43,1100,North Indian
Tanatan,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Mughlai",5.0,1,1600,North Indian
The Beer Cafe Biggie,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"Fast Food,  Pizza,  North Indian",4.0,48,1100,Fast Food
Cafe Repertwahr,"Indira Nagar, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Chinese,  Continental,  Italian,  Seafood",4.3,149,900,North Indian
Taste Of India,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Chinese",3.8,62,800,North Indian
Kabila Restro - The Family Lounge,"Mahmoodbad Building,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Chinese,  Continental",3.4,42,2000,North Indian
Colours by Royal Cafe,"Hotel Royal Inn,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Oriental ,  Fast Food",4.2,94,2500,North Indian
The Cherry Tree Cafe,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Italian,  Chinese,  Fast Food",3.3,34,1500,North Indian
Home Sweet Home,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"Fast Food,  Pizza",3.0,4,800,Fast Food
Buttercup Bungalow,"The Mall Avenue,Sadar Bazaar, Central Lucknow",Central Lucknow,Lucknow,"Desserts,  Fast Food,  Tea",4.7,8,1000,Desserts
Khana Khazana,"Charbagh, Central Lucknow",Central Lucknow,Lucknow,North Indian,5.0,1,500,North Indian
Royal Cafe,"Sahara Ganj Mall,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Fast Food",3.3,18,1100,North Indian
Orchid,"Fortune Park BBD,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Continental,  Oriental ,  Fast Food",4.3,7,2600,North Indian
Elev8 Book Cafe,"Hotel Levana Suites,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,Finger Food,4.0,67,1800,Finger Food
Neptune,"Fortune Park BBD,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,Finger Food,3.7,3,1800,Finger Food
Cosme Multi Cuisine Restaurant,"Hotel Levana Suites,Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Chinese,  Continental",4.1,18,2000,North Indian
Cappuccino Blast,"Alambagh, South Lucknow",South Lucknow,Lucknow,"Chinese,  Fast Food",4.1,20,1700,Chinese
IM Groot,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,"Chinese,  Bakery and Confectionary,  Fast Food",5.0,1,600,Chinese
NutriPlate,"Mahanagar, North Lucknow",North Lucknow,Lucknow,"Fast Food,  Health Food",4.0,2,400,Fast Food
The Cherry Tree Cafe,"Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Italian,  Chinese,  Fast Food",4.4,15,1500,North Indian
Barbeque Nation,"Riverside Mall,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Mughlai,  Barbecue",4.2,68,1500,North Indian
Royal Hut By Royal Cafe,"Hazratganj, Central Lucknow",Central Lucknow,Lucknow,Fast Food,1.0,2,400,Fast Food
Amritsar 0km,"Alambagh, South Lucknow",South Lucknow,Lucknow,North Indian,4.4,20,1000,North Indian
Coffee Culture,"Mahanagar, North Lucknow",North Lucknow,Lucknow,"Italian,  Mexican,  Coffee,  Shakes",4.3,50,1000,Italian
Awadh Biryani Family Restaurant,"Aliganj, North Lucknow",North Lucknow,Lucknow,Biryani,3.5,8,400,Biryani
The Pizza Dine,"Aliganj, North Lucknow",North Lucknow,Lucknow,Pizza,3.8,18,500,Pizza
Dosa Planet,"Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Chinese,  South Indian",3.9,37,800,North Indian
Pizzatarian,"Aliganj, North Lucknow",North Lucknow,Lucknow,"Italian,  Pizza",4.7,4,500,Italian
Pirates of Grill,"Levana Cyber Heights,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Multi-Cuisine,  North Indian,  Chinese,  Continental",4.4,312,2000,Multi-Cuisine
Maharaja Chaap,"Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Fast Food",3.9,20,800,North Indian
"Acacia - Biryani, Kebabs, Wraps & Curries","Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Fast Food",5.0,1,500,North Indian
Bukhara House,"Khurram Nagar, North Lucknow",North Lucknow,Lucknow,"North Indian,  Mughlai",4.3,67,900,North Indian
Marine Room,"The Piccadily Lucknow,Alambagh, South Lucknow",South Lucknow,Lucknow,"North Indian,  Mughlai,  Continental,  Oriental",4.4,16,3000,North Indian
Awadh Biryani,"Aliganj, North Lucknow",North Lucknow,Lucknow,Biryani,4.3,6,300,Biryani
Sugar & Spice,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Fast Food,  Shakes",2.9,7,400,Fast Food
Cafe Elaichi - A Pure Veg Desi Delight,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Fast Food,  South Indian",4.0,207,1000,North Indian
Saffron Kitchen,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,North Indian,3.8,21,800,North Indian
Hashtag WTF,"Alambagh, South Lucknow",South Lucknow,Lucknow,"North Indian,  Chinese,  Fast Food",3.4,23,700,North Indian
Spice Caves,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Chinese,  Mughlai",3.9,144,1300,North Indian
KKR - Kurry Kingdom Restaurant,"Rae Bareli Road, South Lucknow",South Lucknow,Lucknow,"North Indian,  Chinese,  Mughlai,  Fast Food",4.1,59,1000,North Indian
Mocha,"Anand Plaza,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Multi-Cuisine,  North Indian,  Chinese,  Mughlai,  Fast Food",3.9,16,2000,Multi-Cuisine
Healthy Panda,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Italian,  Continental,  Fast Food,  Coffee,  Health Food",4.1,56,1000,Italian
Copper Handi,"Hotel Vijay Paradise,Khurram Nagar, North Lucknow",North Lucknow,Lucknow,"North Indian,  Chinese,  Continental",4.2,54,1100,North Indian
Munick Bistro And Bar,"Rohtas Presidential Arcade,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Oriental ,  Fast Food,  German",4.1,223,2300,Multi-Cuisine
Woodies,"Hotel Vijay Paradise,Khurram Nagar, North Lucknow",North Lucknow,Lucknow,Multi-Cuisine,4.1,25,1000,Multi-Cuisine
Rocca,"Hyatt Regency Lucknow,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Italian",4.5,81,2500,North Indian
Lord of The Drinks,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Chinese,  Mughlai",4.1,208,1100,North Indian
Goku,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Thai,  Japanese,  Korean,  North Indian",4.7,10,1500,Thai
Farzi Café,"Rohtas Summit,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Fusion,  Modern Indian",4.3,123,1500,Fusion
The Flying Saucer Cafe,"Rohtas Presidential Arcade,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Italian,  Continental,  Chinese",4.0,45,1700,Italian
Rustic Haus,"Levana Cyber Heights,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Italian,  Mexican",4.4,84,2100,North Indian
The G.T Road,"Rohtas Summit,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Mughlai",4.3,138,1000,North Indian
Barbeque Nation,"Rohtas Summit,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Mughlai,  Barbecue",4.3,94,1500,North Indian
New Lucknow Kitchen,"Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Chinese",4.2,7,800,North Indian
Nainital Momos,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Chinese,  Tibetan",3.8,47,500,Chinese
The Drowning Street,"Rohtas Summit,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Italian,  Continental",4.1,335,1600,North Indian
Boombox Bar Xchange,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Italian,  Continental",4.1,295,1500,North Indian
Garden Grille & Bar,"Hilton Garden Inn Lucknow,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Continental",4.1,86,2500,North Indian
Pomona Orchard,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,Fast Food,4.2,4,200,Fast Food
Be The Beer Season 2,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Italian,  Fast Food",4.1,52,1000,North Indian
Saada Veda,"Alambagh, South Lucknow",South Lucknow,Lucknow,"North Indian,  Chinese",2.5,3,900,North Indian
Masquerade by Mystery Rooms,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Italian,  Continental",4.6,64,500,Italian
Zync Bar & Lounge,"Levana Cyber Heights,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Chinese,  Fast Food",3.9,4,1000,Chinese
Foodleasure,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Fast Food",3.7,3,600,North Indian
Be The Beer,"Levana Cyber Heights,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Multi-Cuisine,  North Indian,  Italian,  Chinese",3.5,16,2000,Multi-Cuisine
The Gilla Cafe,"Aliganj, North Lucknow",North Lucknow,Lucknow,Fast Food,4.4,26,500,Fast Food
Free Spirit,"Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Fast Food,  Shakes",4.1,10,800,Fast Food
Babel Restro & Lounge,"Indira Nagar, Central Lucknow",Central Lucknow,Lucknow,"North Indian,  Chinese",2.8,10,900,North Indian
B4,"Rohit Tower,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Continental",3.7,55,900,North Indian
The Deli,"Hotel Novotel Lucknow,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"Desserts,  Bakery and Confectionary,  Fast Food",4.0,1,800,Desserts
The Square,"Hotel Novotel Lucknow,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Asian",4.4,23,2100,North Indian
Edge,"Hotel Novotel Lucknow,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,Finger Food,3.9,3,2000,Finger Food
Sadda Adda,"Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Chinese",4.3,3,400,North Indian
Urban Turban,"Metropolitan Club,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Chinese,  Mughlai,  Continental,  Fast Food",4.5,24,3000,North Indian
Poseidon,"Hotel Ranbirs,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Chinese",4.3,16,1200,North Indian
Aabshaar,"Hotel Ranbirs,Gomti Nagar, East Lucknow",East Lucknow,Lucknow,"North Indian,  Chinese",4.3,22,1600,North Indian
Food Paradise,"Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Chinese,  Fast Food",1.0,1,700,North Indian
Pepperz,"Scorpio Club,Aliganj, North Lucknow",North Lucknow,Lucknow,"North Indian,  Chinese,  Fast Food",5.0,1,2100,North Indian
Cafe Quane,"Hotel Ramada,Junab Ganj, South Lucknow",South Lucknow,Lucknow,"North Indian,  Continental,  Oriental ,  Awadhi",4.7,28,1400,North Indian
S Cafe,"The Sheraton Grand,Indore By Pass Road, East Indore",East Indore,Indore,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,513,1500,Multi-Cuisine
Vegtawa Restaurant,"Sudama Nagar, South Indore",South Indore,Indore,"North Indian,  Chinese",3.9,15,700,North Indian
Ranjeet's Kitchen,"Sudama Nagar, South Indore",South Indore,Indore,"North Indian,  Chinese",3.6,25,400,North Indian
Cakes N Craft,"Sudama Nagar, South Indore",South Indore,Indore,"Bakery and Confectionary,  Desserts",4.1,7,500,Bakery and Confectionary
The ICF Lounge,"Sudama Nagar, South Indore",South Indore,Indore,"North Indian,  Fast Food,  Chinese",3.7,29,600,North Indian
Tiffin,"Hotel Winway,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese,  Continental,  Street Food,  Malvani",4.2,153,1000,North Indian
The Monroe Cafe,"New Palasia, Central Indore",Central Indore,Indore,"North Indian,  Italian,  Chinese",4.1,377,800,North Indian
Boozer's Bar,"Dwarkapuri, South Indore",South Indore,Indore,"North Indian,  Chinese,  Finger Food",1.8,6,1400,North Indian
The Marvel's Cafe,"Rajendra Nagar, South Indore",South Indore,Indore,Fast Food,4.2,75,500,Fast Food
Rim Zim Club & Resort,"Rajendra Nagar, South Indore",South Indore,Indore,North Indian,4.4,2,1500,North Indian
Cheese Factory,"Manik Bagh Road, South Indore",South Indore,Indore,Fast Food,3.9,34,400,Fast Food
Waffles & More,"Manik Bagh Road, South Indore",South Indore,Indore,"Fast Food,  Waffle,  Desserts",3.5,14,500,Fast Food
Tonicue The Bar,"Hotel Malwa Inn,Rajendra Nagar, South Indore",South Indore,Indore,"North Indian,  Chinese",4.2,62,1400,North Indian
The Creative Kitchen,"Radisson Blu Hotel Indore,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Continental,  Seafood,  Oriental",3.8,145,1800,North Indian
House Of Malts,"PS9 Hotel,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Chinese,  Continental,  Fast Food",4.2,257,1800,North Indian
Brothers The Dining Restro,"Rajendra Nagar, South Indore",South Indore,Indore,North Indian,3.3,74,600,North Indian
Mocha,"YN Road, Central Indore",Central Indore,Indore,"Continental,  Fast Food,  Italian",4.6,4,1100,Continental
Constellation,"Hotel WOW,Vijay Nagar, East Indore",East Indore,Indore,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Asian",4.1,486,2500,Multi-Cuisine
Cakes N Craft,"Bhanwar Kuan, South Indore",South Indore,Indore,"Bakery and Confectionary,  Desserts",4.8,9,500,Bakery and Confectionary
Hotel Bee Town,"Rajendra Nagar, South Indore",South Indore,Indore,"North Indian,  Chinese",3.3,9,900,North Indian
D2i Restaurant,"Sapna Sangeeta Road, Central Indore",Central Indore,Indore,"North Indian,  Chinese,  Mughlai",3.7,46,600,North Indian
Addiction by Solaris,"Solaris Hotel & Club,Bhanwar Kuan, South Indore",South Indore,Indore,North Indian,4.3,145,1800,North Indian
Koffee King,"Snehnagar, East Indore",East Indore,Indore,"Fast Food,  Coffee,  Desserts,  Ice Cream",3.8,15,400,Fast Food
Deluxe Bar,"RNT Marg, East Indore",East Indore,Indore,"North Indian,  Mughlai",4.7,3,700,North Indian
Gyaniji Ka Khalsa Dhaba,"Bhanwar Kuan, South Indore",South Indore,Indore,"North Indian,  Chinese",4.1,23,400,North Indian
Kabeer,"Madhumilan Square,RNT Marg, East Indore",East Indore,Indore,"North Indian,  Mughlai",3.4,67,900,North Indian
Gyani's Kafe,"Bhanwar Kuan, South Indore",South Indore,Indore,Fast Food,4.0,1,500,Fast Food
Veg Bites,"Snehnagar, East Indore",East Indore,Indore,"Fast Food,  Chinese",3.2,21,600,Fast Food
Little Monk,"Nirvanaa Hotel and Resorts,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Chinese,  Fast Food,  Italian",3.8,216,1500,North Indian
Osmium Lounge,"Sapna Sangeeta Mall,Navlakha, Central Indore",Central Indore,Indore,"Finger Food,  North Indian,  Chinese,  Fast Food",3.3,11,1700,Finger Food
Kebabilal's,"Bhanwar Kuan, South Indore",South Indore,Indore,"North Indian,  Chinese",3.3,53,700,North Indian
Singh Sahab,"Sapna Sangeeta Mall,Navlakha, Central Indore",Central Indore,Indore,"North Indian,  Chinese",3.1,38,800,North Indian
The Voodoo Bar and Lounge,"Treasure Island Next Mall,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese",5.0,1,1900,North Indian
Kyro,"Fortune Aura Rooftop,Bhanwar Kuan, South Indore",South Indore,Indore,"North Indian,  Chinese,  Mughlai",3.0,38,2000,North Indian
Hotel Kalinga,"South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese",3.9,53,1600,North Indian
Funeats,"Treasure Island Mall,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese,  Continental,  Italian",3.9,5,800,North Indian
Jail - The InDorii Cafe,"Navlakha, Central Indore",Central Indore,Indore,Fast Food,4.7,33,600,Fast Food
Saffron,"Kings Park Hotel,Bhanwar Kuan, South Indore",South Indore,Indore,"North Indian,  Chinese,  Continental",2.8,20,1200,North Indian
Four Seasons,"South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese",4.0,88,1000,North Indian
Olive,"Kings Park Hotel,Bhanwar Kuan, South Indore",South Indore,Indore,"North Indian,  Chinese",2.4,7,1800,North Indian
Beeji Bar and Restaurant,"Rampurawala Building,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese",1.5,5,1400,North Indian
Terrace Treat,"Hotel Crown Palace,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese,  Continental",4.4,19,1100,North Indian
Tea Post,"Vijay Nagar, East Indore",East Indore,Indore,"Fast Food,  Tea",5.0,1,300,Fast Food
Harmony's Restaurant,"South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese,  Fast Food",4.6,5,700,North Indian
The Piano Project,"Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Mughlai",4.2,99,2000,North Indian
Golden Treat,"Hotel Crown Palace,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese,  Continental",4.7,24,1800,North Indian
The Eighteen Fine Dine Lounge,"Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Italian,  Continental",4.5,343,1600,North Indian
On Air,"New Palasia, Central Indore",Central Indore,Indore,North Indian,3.6,7,600,North Indian
The Baking Room,"New Palasia, Central Indore",Central Indore,Indore,"Desserts,  Bakery and Confectionary",4.4,21,300,Desserts
Oiya Restaurant,"New Palasia, Central Indore",Central Indore,Indore,"Fast Food,  Coffee,  Shakes",4.3,17,500,Fast Food
Tasty Sweets and Restaurant,"Nanda Nagar, North Indore",North Indore,Indore,"North Indian,  Chinese,  Fast Food",4.2,7,600,North Indian
Sizzling Treat,"Hotel Crown Palace,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Continental,  Oriental",4.4,21,1500,North Indian
The Pantry Project,"New Palasia, Central Indore",Central Indore,Indore,"Italian,  Chinese,  Mexican,  Desserts",5.0,1,600,Italian
Agrawal's 420 Bites,"NM Tower,New Palasia, Central Indore",Central Indore,Indore,"Fast Food,  Bakery and Confectionary,  Desserts",4.4,83,400,Fast Food
Vidorra,"Shekhar Central,Old Palasia, Central Indore",Central Indore,Indore,"North Indian,  Chinese,  Finger Food",4.1,130,1200,North Indian
Ice Balls and Slice Square,"New Palasia, Central Indore",Central Indore,Indore,"Fast Food,  Ice Cream",4.6,16,300,Fast Food
54 Praangan,"Indore Marriott Hotel,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Awadhi,  Mughlai",4.4,105,3300,North Indian
Cafe Bake Well,"Hotel Crown Palace,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese,  Fast Food,  Italian,  Desserts",4.2,36,600,North Indian
Mama Loca,"New Palasia, Central Indore",Central Indore,Indore,"Lebanese,  Greek,  Italian",4.0,37,1200,Lebanese
The Papaya Kitchen,"Papaya Tree Hotel,Rau, South Indore",South Indore,Indore,"North Indian,  Chinese",3.9,14,1500,North Indian
Chakhna Cafe,"Shekhar Central,Old Palasia, Central Indore",Central Indore,Indore,"Fast Food,  North Indian,  Chinese",5.0,1,500,Fast Food
Sam's Momos & Rolls,"New Palasia, Central Indore",Central Indore,Indore,"Fast Food,  North Indian,  Chinese",4.3,65,600,Fast Food
Four More Shots,"New Palasia, Central Indore",Central Indore,Indore,"North Indian,  Mughlai,  Finger Food",3.5,24,1600,North Indian
India Junction,"South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Chinese",3.9,83,1100,North Indian
Crosswind,"Apollo Square,New Palasia, Central Indore",Central Indore,Indore,"North Indian,  Chinese",3.3,108,2000,North Indian
Chang's Legacy,"Vijay Nagar, East Indore",East Indore,Indore,"Chinese,  Asian",4.2,192,900,Chinese
Lancer Cocktail Lounge,"Hotel Crown Palace,South Tukoganj, East Indore",East Indore,Indore,"North Indian,  Continental,  Oriental",3.7,3,2000,North Indian
Tealogy,"South Tukoganj, East Indore",East Indore,Indore,"Fast Food,  Tea",2.1,3,300,Fast Food
One Asia,"Indore Marriott Hotel,Vijay Nagar, East Indore",East Indore,Indore,"Asian,  Chinese,  Thai",4.6,83,2500,Asian
SHOWOFF Bar & Kitchen,"Airen Heights,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Continental,  Italian",3.9,109,1600,North Indian
The Backyard Bowl,"Indore By Pass Road, East Indore",East Indore,Indore,"North Indian,  Chinese,  Continental",3.5,5,1000,North Indian
Banana Leaf,"Malhar Mega Mall,Vijay Nagar, East Indore",East Indore,Indore,South Indian,4.2,149,800,South Indian
Little Italy,"Brilliant Convention Centre,Vijay Nagar, East Indore",East Indore,Indore,"Italian,  Pizza,  Mexican",4.5,242,1400,Italian
Indore Kitchen,"Indore Marriott Hotel,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Italian,  Asian,  Fast Food",4.1,539,3000,North Indian
COD - Come On Dear,"South Tukoganj, East Indore",East Indore,Indore,Fast Food,3.1,8,600,Fast Food
5/78 Skybar,"Brilliant Convention Centre,Vijay Nagar, East Indore",East Indore,Indore,"Asian,  Finger Food,  Italian",4.6,175,2000,Asian
Dosa Craft,"One Centre Mall,New Palasia, Central Indore",Central Indore,Indore,South Indian,3.3,63,400,South Indian
Agent Jack's Bar,"Headquarter Building,Vijay Nagar, East Indore",East Indore,Indore,"Finger Food,  Fast Food,  North Indian,  Italian",3.8,54,1100,Finger Food
Angaraa,"The Mark Building,Old Palasia, Central Indore",Central Indore,Indore,"North Indian,  Chinese",3.5,116,800,North Indian
Brix & Barrels,"Bhanwar Kuan, South Indore",South Indore,Indore,"North Indian,  Continental,  Mughlai",1.0,1,1500,North Indian
Kebabsville,"Sayaji Hotel,Vijay Nagar, East Indore",East Indore,Indore,"North Indian,  Barbecue",4.3,197,1800,North Indian
Tea Diaries,"YN Road, Central Indore",Central Indore,Indore,Fast Food,1.6,15,500,Fast Food
